Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End
05/06/2013,R/2013/056,HYUNDAI,Accent MC  Tucson JM & Santa Fe CM,BRAKE LIGHTS MAY MALFUNCTION,The vehicles brake lights may intermittently malfunction due to carbonisation of the contacts within the brake light switch. This can also affect other systems on the vehicle including: ESC  cruise control  gear selection (autoboxes)  engine check lamp.,Recall the vehicle that are likely to be affected to replace the brake light switch.,87795,31C017,ACCENT,KMHCN31AR7U036737,KMHCN31AR8U069756,01/12/2006,28/02/2009
07/03/2017,R/2017/090,PEUGEOT,508,FRONT AIRBAG MAY NOT DEPLOY,The ignition module which triggers the front seat airbag may not deploy in the event of an impact. There is no indication to the driver the unit is faulty.,Recall the vehicles that are likely to be affected and  replace the front seat airbag unit.,6,HPY,508,VF3******GL036011,VF3******GL035514,25/08/2016,27/09/2016
02/03/2004,R/2004/003,JAGUAR,S Type  New XJ Series and XK Series (Automatic vehicles only),AUTO GEARBOX MAY ENGAGE REVERSE WHEN IN FORWARD DRIVE.,(a) In conditions of low oil pressure or a sticking valve in the gearbox  with the vehicle stationary in Drive  the gearbox will  without warning or indication  select Reverse.  (b) With the vehicle moving forward in 1st 2nd or 3rd gear  reverse may be selected without any manual input in the event of a loss of oil pressure in the transmission.,Reprogramme the gearbox gear selector module.,13911,R513,S TYPE,M30183,M96322,01/07/2001,30/06/2003
02/03/2004,R/2004/003,JAGUAR,S Type  New XJ Series and XK Series (Automatic vehicles only),AUTO GEARBOX MAY ENGAGE REVERSE WHEN IN FORWARD DRIVE.,(a) In conditions of low oil pressure or a sticking valve in the gearbox  with the vehicle stationary in Drive  the gearbox will  without warning or indication  select Reverse.  (b) With the vehicle moving forward in 1st 2nd or 3rd gear  reverse may be selected without any manual input in the event of a loss of oil pressure in the transmission.,Reprogramme the gearbox gear selector module.,13911,R513,XJ,G00001,G13780,01/01/2002,30/06/2003
02/03/2004,R/2004/003,JAGUAR,S Type  New XJ Series and XK Series (Automatic vehicles only),AUTO GEARBOX MAY ENGAGE REVERSE WHEN IN FORWARD DRIVE.,(a) In conditions of low oil pressure or a sticking valve in the gearbox  with the vehicle stationary in Drive  the gearbox will  without warning or indication  select Reverse.  (b) With the vehicle moving forward in 1st 2nd or 3rd gear  reverse may be selected without any manual input in the event of a loss of oil pressure in the transmission.,Reprogramme the gearbox gear selector module.,13911,R513,XK,A28203,A37134,01/01/2002,30/06/2003
21/02/2007,R/2007/037,PEUGEOT,Boxer III,HANDBRAKE ASSEMBLY MAY BECOME INSECURE,It has been identified that the welding operation on the sleeve end panel of the handbrake system  may not have been correctly carried out.  This could result in greatly reduced handbrake efficiency.,Recalled vehicles will have the subject assembly strengthened.,15,YDC,BOXER III,,,,
26/07/2003,R/2003/114,CITROEN,RELAY,POSSIBLE FIRE RISK IN HEATER BLOWER WIRING HARNESS,Inadequate protection of the heater blower wiring harness may result in chafing damage leading to a short circuit and risk of fire.,Check for correct routing of the blower wiring harness and fit a protective sleeve.  ,3083,XPH,RELAY,VF7******16133377,VF7******16227269,31/05/2002,30/01/2002
10/01/2011,R/2010/160,SUZUKI,SF Swift,STEERING CONTROL COULD BE  LOST,Corrosion of the front suspension struts may cause the steering knuckle to become detached from the front suspension strut leading to loss of directional control.,Recall the vehicles that are likely to be affected to check and where necessary replace the front suspension struts.,26765,,SWIFT,TSMMA******316394,TSMMA******908619,01/10/1997,01/10/2002
10/01/2011,R/2010/160,SUZUKI,SF Swift,STEERING CONTROL COULD BE  LOST,Corrosion of the front suspension struts may cause the steering knuckle to become detached from the front suspension strut leading to loss of directional control.,Recall the vehicles that are likely to be affected to check and where necessary replace the front suspension struts.,26765,,SWIFT,TSMMA******317151,TSMMA******908872,01/10/1997,01/10/2002
10/01/2011,R/2010/160,SUZUKI,SF Swift,STEERING CONTROL COULD BE  LOST,Corrosion of the front suspension struts may cause the steering knuckle to become detached from the front suspension strut leading to loss of directional control.,Recall the vehicles that are likely to be affected to check and where necessary replace the front suspension struts.,26765,,SWIFT,TSMMA******320947,TSMMA******842813,01/10/1997,01/10/2002
28/02/2006,RM/2006/025,BUELL,XB9SX XB12S AND XB12R,SIDE STAND MAY NOT RETRACT,Due to an incorrectly manufactured side stand pivot bolt  the side stand may not move backwards when the weight of the parked machine is removed from it.,Recalled machines will have the side stand pivot bolt replaced.,11,0830,XB9SX,,,,
28/02/2006,RM/2006/025,BUELL,XB9SX XB12S AND XB12R,SIDE STAND MAY NOT RETRACT,Due to an incorrectly manufactured side stand pivot bolt  the side stand may not move backwards when the weight of the parked machine is removed from it.,Recalled machines will have the side stand pivot bolt replaced.,11,0830,XB12R,,,,
28/02/2006,RM/2006/025,BUELL,XB9SX XB12S AND XB12R,SIDE STAND MAY NOT RETRACT,Due to an incorrectly manufactured side stand pivot bolt  the side stand may not move backwards when the weight of the parked machine is removed from it.,Recalled machines will have the side stand pivot bolt replaced.,11,0830,XB12S,,,,
11/08/2004,R/2004/076,LAND ROVER,Freelander  5 door,POSSIBILITY OF THE LEFT HAND CHILD LOCK DISENGAGING,It has been identified that if the left hand rear door is repeatedly operated with the child lock engaged  disengagement of the lock can occur.  This will allow the door to be opened from the inside  when it is believed to be locked.  This is due to the incorrect setting of the hot melt riveting machine.,Recall all the affected vehicles and replace the left hand rear door lock with a quality assured component.,3090,A163,FREELANDER,SALLNABE82A00225225,SALLNABE82A00238171,15/07/2002,27/09/2002
07/07/2017,R/2017/212,SEAT,Toledo (NH),PARTS OF THE FRONT SEAT BELT PRETENSIONER(S) PYROTECHNICAL SYSTEM COULD ENTER THE CABIN,Due to a faulty connection parts of the pyrotechnical system could enter the vehicles cabin during deployment.,On affected vehicles replace  the seatbelt(s),35,69R4,TOLEDO,VSSZZZNHZH1011363,VSSZZZNHZH1012849,01/05/2016,31/10/2016
20/06/2017,R/2017/177,MERCEDES BENZ,A-class  B-Class  E-Class   CLA & GLA,AIRBAG MAY NOT DEPLOY CORRECTLY,The propellant mixing ratio in the igniters of the front passenger airbag assembly may not meet specification. If the airbag is required and activated  it might not deploy or not completely deploy. This could increase the risk of injury to the occupants.,Recall the vehicles that are likely to be affected and replace the front passenger airbag assembly.,1034,SRPC1721,CLA,WDC1569022J306707,WDD2462432J426041,01/08/2016,31/03/2017
20/06/2017,R/2017/177,MERCEDES BENZ,A-class  B-Class  E-Class   CLA & GLA,AIRBAG MAY NOT DEPLOY CORRECTLY,The propellant mixing ratio in the igniters of the front passenger airbag assembly may not meet specification. If the airbag is required and activated  it might not deploy or not completely deploy. This could increase the risk of injury to the occupants.,Recall the vehicles that are likely to be affected and replace the front passenger airbag assembly.,1034,SRPC1721,A CLASS,WDC1569022J306707,WDD2462432J426041,01/08/2016,31/03/2017
20/06/2017,R/2017/177,MERCEDES BENZ,A-class  B-Class  E-Class   CLA & GLA,AIRBAG MAY NOT DEPLOY CORRECTLY,The propellant mixing ratio in the igniters of the front passenger airbag assembly may not meet specification. If the airbag is required and activated  it might not deploy or not completely deploy. This could increase the risk of injury to the occupants.,Recall the vehicles that are likely to be affected and replace the front passenger airbag assembly.,1034,SRPC1721,B CLASS,WDC1569022J306707,WDD2462432J426041,01/08/2016,31/03/2017
20/06/2017,R/2017/177,MERCEDES BENZ,A-class  B-Class  E-Class   CLA & GLA,AIRBAG MAY NOT DEPLOY CORRECTLY,The propellant mixing ratio in the igniters of the front passenger airbag assembly may not meet specification. If the airbag is required and activated  it might not deploy or not completely deploy. This could increase the risk of injury to the occupants.,Recall the vehicles that are likely to be affected and replace the front passenger airbag assembly.,1034,SRPC1721,GLA,WDC1569022J306707,WDD2462432J426041,01/08/2016,31/03/2017
20/06/2017,R/2017/177,MERCEDES BENZ,A-class  B-Class  E-Class   CLA & GLA,AIRBAG MAY NOT DEPLOY CORRECTLY,The propellant mixing ratio in the igniters of the front passenger airbag assembly may not meet specification. If the airbag is required and activated  it might not deploy or not completely deploy. This could increase the risk of injury to the occupants.,Recall the vehicles that are likely to be affected and replace the front passenger airbag assembly.,1034,SRPC1721,E-CLASS,WDC1569022J306707,WDD2462432J426041,01/08/2016,31/03/2017
17/07/2002,R/2002/096,ROLLS ROYCE,SILVER SERAPH  SILVER SERAPH LOL  PARK WARD,AIR CAN ENTER PRIMARY CIRCUIT OF BRAKE MASTER CYLINDER,The low pressure brake fluid feed pipe between the master cylinder and remote reservoir has the potential to trap air  which may in certain circumstances cause partial failure of the primary brake circuit.,Recall affected vehicles and replace both brake fluid feed hoses and reservoir with a new assembly to a revised specification.,373,,PARK WARD,,,01/01/1998,30/06/2002
17/07/2002,R/2002/096,ROLLS ROYCE,SILVER SERAPH  SILVER SERAPH LOL  PARK WARD,AIR CAN ENTER PRIMARY CIRCUIT OF BRAKE MASTER CYLINDER,The low pressure brake fluid feed pipe between the master cylinder and remote reservoir has the potential to trap air  which may in certain circumstances cause partial failure of the primary brake circuit.,Recall affected vehicles and replace both brake fluid feed hoses and reservoir with a new assembly to a revised specification.,373,,SILVER SERAPH,,,01/01/1998,30/06/2002
31/03/2004,R/2003/180,LAND ROVER,DISCOVERY II and DEFENDER (where ABS is fitted),POSSIBLE LOSS OF SERVICE BRAKE,A potential fluid leak from the brake modulator may result in a reduction in the efficiency of the service brake or  in the worst case  complete failure of the service brake system. ,Recall all potentially affected vehicles and fit stronger valve covers to the brake modulator.,59616,ABD148,DEFENDER,XA162896 and YA600000,YA199999 and YA671407,01/10/1998,01/12/2003
31/03/2004,R/2003/180,LAND ROVER,DISCOVERY II and DEFENDER (where ABS is fitted),POSSIBLE LOSS OF SERVICE BRAKE,A potential fluid leak from the brake modulator may result in a reduction in the efficiency of the service brake or  in the worst case  complete failure of the service brake system. ,Recall all potentially affected vehicles and fit stronger valve covers to the brake modulator.,59616,ABD148,DISCOVERY,XA900016 and XA201612,XA907213 and YA846241,01/10/1998,01/12/2003
26/11/2008,RM/2008/045,TRIUMPH,Thruxton,BRAKE CALIPER BRACKET BOLTS MAY BE INEFFECTIVE,The front brake caliper bracket retaining bolts may become loose.,Recall the machines that are likely to be affected to replace the two front brake caliper bracket retaining bolts and  as a precaution  the brake caliper bracket.,192,398,THRUXTON,349720,377967,01/05/2008,31/07/2008
20/05/2011,R/2011/052,MERCEDES BENZ,Actros and Axor 2,TYRE MAY DEGRADE,Cracks may occur over time between the tread and the tyre shoulder due to faulty vulcanization between the tyre tread and shoulder.  This could lead to peeling of the tyre tread.,Affected tyres will be replaced,1,C253,ACTROS RANGE,WDB9342332L537576,WDB9342332L537576,,
01/02/2000,R/2000/004,PEUGEOT,106  206  306  406 and Partner,POSSIBILITY OF LOSS OF BRAKE SERVO ASSISTANCE,There is a possibility that the brake servo valve may not function correctly  resulting in loss of servo assistance to the braking system.,Recall affected vehicles for the inspection and possible replacement of the brake servo valve.,18405,XPR,405,,,,
01/02/2000,R/2000/004,PEUGEOT,106  206  306  406 and Partner,POSSIBILITY OF LOSS OF BRAKE SERVO ASSISTANCE,There is a possibility that the brake servo valve may not function correctly  resulting in loss of servo assistance to the braking system.,Recall affected vehicles for the inspection and possible replacement of the brake servo valve.,18405,XPR,PARTNER,,,,
01/02/2000,R/2000/004,PEUGEOT,106  206  306  406 and Partner,POSSIBILITY OF LOSS OF BRAKE SERVO ASSISTANCE,There is a possibility that the brake servo valve may not function correctly  resulting in loss of servo assistance to the braking system.,Recall affected vehicles for the inspection and possible replacement of the brake servo valve.,18405,XPR,106,To be advised,,,
